year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,4,24,-72,2,3,-213,62,24,61
1988,13,17,-108,3,6,-209,49,35,46
1989,7,16,-52,1,12,-222,65,33,65
1990,5,15,-67,2,6,-220,68,29,61
1991,11,33,-164,2,6,-300,46,20,114
1992,16,24,-117,6,11,-292,56,32,66
1993,9,23,-161,3,2,-310,61,33,87
1994,2,24,-159,3,6,-295,57,26,65
1995,2,38,-113,7,1,-155,63,26,166
1996,7,31,-169,2,3,-332,67,26,88
1997,12,14,-138,2,15,-283,61,18,84
1998,8,19,-74,5,3,-209,69,32,107
1999,10,36,-114,4,5,-249,77,37,115
2000,19,31,-151,1,11,-269,49,16,103
2001,16,30,-115,4,4,-178,56,26,80
2002,4,16,-85,4,0,-212,73,29,80
2003,6,32,-67,3,4,-220,67,34,48
2004,6,27,-121,1,8,-259,58,32,105
2005,10,26,-57,2,5,-169,63,21,97
2006,1,36,-15,3,3,-125,77,28,87
2007,7,26,-157,7,5,-254,56,41,111
2008,8,37,-50,4,5,-161,66,32,64
2009,6,10,-124,3,3,-286,57,34,69
2010,4,16,-36,1,4,-117,61,27,94
2011,7,12,-73,2,4,-201,67,42,91
2012,6,41,-148,3,5,-216,72,36,116
2013,12,42,-104,3,13,-271,59,48,83
2014,7,44,-143,5,7,-276,56,22,72
2015,6,15,-95,4,6,-234,64,41,89
2016,8,40,-80,3,9,-161,65,47,126
2016
2017,10,15,-117,2,0,-174,63,15,70
2018,0,22,-27,0,4,-132,74,32,40
2019,11,33,-71,2,16,-231,74,15,78
2020,24,14,-103,3,6,-262,66,21,60
2021,11,18,-145,2,12,-284,61,23,131
2022,13,16,-125,4,5,-255,56,14,86
2023,7,21,-168,4,10,-402,48,20,37
2024,11,18,-109,4,15,-311,63,29,88
2025,18,35,-145,3,4,-277,44,23,61
2026,13,29,-189,2,5,-390,45,24,84
2027,10,24,-113,4,15,-326,65,29,44
2028,9,19,-127,3,7,-236,58,16,95
2029,11,14,-134,1,10,-291,64,27,61
2030,15,10,-158,3,11,-396,54,16,51
2031,4,13,-97,3,5,-171,64,7,71
2032,7,23,8,2,1,-88,78,18,106
2033,14,11,-110,5,10,-261,56,28,124
2034,20,22,-85,1,2,-240,50,20,70
2035,16,16,-131,7,9,-330,54,15,80
2036,11,25,-90,3,9,-284,56,26,41
2037,14,25,-130,3,5,-221,57,22,93
2038,3,15,-60,3,10,-202,68,24,50
2039,12,18,-57,2,3,-170,69,24,61
2040,2,24,-83,3,0,-120,68,13,157
2041,9,25,-45,1,15,-170,70,26,98
2042,10,51,-78,3,2,-173,71,8,118
2043,16,19,-145,4,1,-270,53,24,95
2044,19,13,-98,1,4,-216,51,20,85
2045,10,26,-99,3,3,-212,68,19,69
2046,6,7,-123,4,5,-223,65,14,98

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
