year,annual-precipitations
1987,681
1988,684
1989,484
1990,608
1991,433
1992,656
1993,620
1994,761
1995,522
1996,567
1997,525
1998,671
1999,480
2000,483
2001,613
2002,624
2003,407
2004,619
2005,594
2006,659
2007,932
2008,637
2009,638
2010,623
2011,705
2012,584
2013,676
2014,602
2015,619
2016,556

min,300
max,2000
steps,10
decimal
