year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-3.1,11.0,15.3,5.7
1988,3.0,12.5,16.2,5.3
1989,4.8,12.2,16.9,5.2
1990,5.9,12.8,16.1,5.8
1991,2.0,10.4,17.2,4.7
1992,3.7,13.4,16.9,4.4
1993,2.0,13.5,14.8,4.0
1994,2.3,12.3,17.8,6.1
1995,2.9,11.6,17.6,3.8
1996,-2.4,11.7,15.3,4.1
1997,2.4,11.7,17.8,4.6
1998,4.2,13.1,15.5,3.4
1999,2.9,12.5,18.2,5.5
2000,3.7,13.8,15.6,7.1
2001,1.7,11.7,16.9,5.8
2002,4.1,13.1,17.9,3.5
2003,0.6,13.4,17.9,5.1
2004,2.3,12.2,16.8,5.9
2005,2.1,12.6,17.0,5.9
2006,-0.4,12.8,19.1,8.7
2007,5.1,14.3,16.5,5.2
2008,4.3,13.0,16.8,5.8
2009,1.5,13.3,18.0,5.1
2010,-0.3,11.9,17.7,2.8
2011,2.0,14.4,16.7,6.4
2012,2.5,12.5,16.9,5.0
2013,-0.4,12.4,17.3,7.1
2014,4.4,13.3,17.7,7.4
2015,3.5,12.1,17.5,7.7
2016,2.7,13.7,18.2,5.5
