year,annual-hydric-deficit
1987,111
1988,23
1989,-243
1990,-108
1991,-199
1992,-47
1993,-29
1994,44
1995,-170
1996,-44
1997,-172
1998,29
1999,-168
2000,-167
2001,-44
2002,-72
2003,-394
2004,16
2005,-60
2006,-40
2007,247
2008,-81
2009,-72
2010,-44
2011,-3
2012,-97
2013,-5
2014,-95
2015,-84
2016,-141
