year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,71,136,0
1988,72,132,0
1989,62,134,0
1990,75,139,0
1991,78,144,0
1992,83,139,1
1993,83,143,0
1994,67,135,0
1995,95,151,1
1996,81,135,1
1997,74,140,0
1998,69,144,1
1999,88,160,0
2000,83,143,0
2001,90,149,0
2002,78,148,0
2003,99,145,1
2004,96,147,1
2005,76,142,0
2006,102,156,0
2007,94,146,0
2008,82,149,0
2009,56,136,0
2010,65,138,0
2011,74,143,0
2012,95,146,0
2013,101,152,1
2014,92,141,0
2015,81,136,0
2016,93,152,0
2016
2017,69,136,0
2018,68,144,0
2019,99,150,0
2020,64,134,0
2021,72,143,0
2022,91,142,0
2023,60,129,0
2024,65,143,1
2025,93,144,0
2026,71,131,0
2027,73,145,0
2028,73,144,0
2029,70,145,0
2030,61,137,0
2031,60,139,0
2032,70,148,0
2033,65,135,0
2034,66,144,1
2035,69,139,0
2036,80,142,1
2037,78,144,0
2038,80,141,0
2039,61,152,0
2040,77,143,0
2041,75,141,0
2042,100,153,0
2043,62,144,0
2044,83,141,0
2045,85,134,0
2046,49,141,0
