year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,32,-64,77,66
1988,170,-173,-77,103
1989,26,-224,-132,86
1990,32,-135,-93,89
1991,-20,-77,-164,62
1992,93,-173,-110,142
1993,12,-109,9,59
1994,154,-137,-107,134
1995,102,-129,-190,47
1996,-14,-58,-61,88
1997,31,-92,-170,59
1998,58,-105,-12,88
1999,46,-87,-202,76
2000,59,-203,-49,26
2001,67,-151,-17,57
2002,98,-111,-131,73
2003,3,-263,-199,65
2004,92,-108,-41,73
2005,78,-160,-56,79
2006,81,-72,-150,101
2007,146,-25,29,96
2008,134,-216,-103,105
2009,65,-145,-162,170
2010,62,-134,-108,136
2011,36,-198,77,82
2012,62,-156,-134,131
2013,112,-112,-116,111
2014,-1,-107,-115,129
2015,96,-188,-118,126
2016,97,-168,-148,78
