year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,237,206,140,213
1988,165,264,94,160
1989,63,278,453,85
1990,83,272,101,232
1991,57,243,113,195
1992,62,184,93,304
1993,39,148,295,262
1994,98,221,165,175
1995,131,417,244,99
1996,75,252,141,248
1997,36,120,141,169
1998,32,233,217,188
1999,39,315,172,294
2000,62,236,253,379
2001,237,267,273,98
2002,123,469,350,254
2003,53,150,121,261
2004,261,273,176,259
2005,34,239,283,334
2006,86,179,382,128
2007,166,163,250,85
2008,182,342,197,345
2009,306,187,257,192
2010,203,311,251,422
2011,194,214,179,167
2012,47,264,170,271
2013,346,304,140,205
2014,526,340,551,280
2015,149,186,167,82
2016,254,351,216,206
