year,annual-estival-days
1987,96
1988,92
1989,79
1990,85
1991,86
1992,107
1993,119
1994,119
1995,70
1996,74
1997,96
1998,104
1999,116
2000,125
2001,108
2002,117
2003,130
2004,101
2005,90
2006,105
2007,111
2008,103
2009,132
2010,105
2011,152
2012,114
2013,98
2014,94
2015,105
2016,102

min,50
max ,160
steps,12
decimals
