year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-FGN,label C2,label C3-FGN,label C12,label M1-FGN,label M2,label M8,label Co2,label Co3
1987,1,3,-219,7,1,-446,25,18,53
1988,0,0,-19,5,0,-155,41,20,131
1989,0,0,-269,8,2,-479,32,24,64
1990,0,0,-303,7,0,-492,27,30,95
1991,0,0,-135,4,0,-306,38,20,159
1992,4,0,-149,6,0,-324,30,25,62
1993,7,1,-291,6,1,-453,22,24,97
1994,1,2,-207,8,2,-434,25,18,55
1995,3,0,-218,5,0,-290,25,24,91
1996,0,0,-175,5,4,-381,38,30,47
1997,0,0,-238,6,0,-419,33,19,66
1998,0,0,-100,5,0,-320,22,42,56
1999,1,7,-216,5,0,-416,26,18,43
2000,1,0,-155,4,0,-332,27,24,131
2001,2,1,-153,4,0,-293,28,34,92
2002,1,3,-84,5,0,-333,37,31,36
2003,0,0,-146,7,0,-326,29,28,200
2004,2,2,-87,7,2,-410,41,20,98
2005,0,3,-212,7,1,-412,38,24,66
2006,0,1,-217,8,0,-409,30,26,40
2007,6,0,-171,5,0,-302,19,21,135
2008,1,2,-185,6,0,-346,29,18,52
2009,0,1,-235,7,1,-398,27,15,120
2010,4,0,-146,10,0,-458,26,29,94
2011,1,1,-188,7,2,-412,35,35,41
2012,2,0,-175,6,0,-403,28,20,21
2013,1,1,-176,6,0,-377,27,17,71
2014,0,1,20,4,1,-107,30,37,98
2015,2,0,-173,6,0,-387,31,22,45
2016,0,0,-141,6,0,-371,33,11,96
2016
2017,1,0,-306,9,1,-551,17,7,38
2018,4,0,-288,11,0,-521,14,15,59
2019,10,0,-390,9,0,-487,14,9,51
2020,8,0,-214,8,0,-445,31,11,98
2021,5,1,-290,9,0,-516,30,6,111
2022,6,1,-200,10,0,-525,35,14,29
2023,6,0,-301,7,2,-387,28,15,200
2024,7,0,-374,8,1,-583,19,25,51
2025,2,1,-242,8,2,-446,30,11,75
2026,19,0,-322,10,3,-612,31,12,88
2027,15,0,-321,6,1,-522,20,11,97
2028,1,0,-74,7,1,-348,33,9,53
2029,10,0,-365,8,0,-600,21,0,63
2030,6,0,-396,9,1,-583,39,12,32
2031,3,1,-159,7,1,-447,25,6,119
2032,1,1,-201,6,1,-439,27,13,33
2033,8,1,-290,5,0,-311,33,15,268
2034,8,1,-328,8,2,-543,19,7,39
2035,12,2,-313,9,0,-531,21,10,35
2036,17,2,-349,8,2,-532,25,15,112
2037,19,6,-301,9,4,-605,28,12,109
2038,6,0,-223,8,3,-347,17,4,145
2039,7,0,-189,6,1,-484,22,17,62
2040,7,0,-241,9,6,-312,31,13,195
2041,6,0,-294,6,0,-504,32,19,63
2042,5,0,-160,6,0,-401,29,21,125
2043,8,0,-179,7,4,-373,29,13,83
2044,5,1,-210,8,0,-383,41,5,188
2045,6,1,-238,7,6,-503,27,6,77
2046,9,1,-238,7,3,-455,21,12,143
