year,annual-hydric-deficit
1987,45
1988,-121
1989,104
1990,-144
1991,-257
1992,-264
1993,-147
1994,-264
1995,43
1996,-159
1997,-491
1998,-177
1999,-29
2000,76
2001,40
2002,350
2003,-384
2004,213
2005,126
2006,-55
2007,-220
2008,222
2009,73
2010,363
2011,-248
2012,-141
2013,182
2014,902
2015,-299
2016,144
