year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,323,830,-784,-706,-44,14.5,5306,97,22.2,23
1988,383,830,-716,-685,12,14.4,5262,89,21.7,13
1989,301,877,-865,-756,-15,15.3,5570,104,23.1,14
1990,272,827,-827,-741,3,14.0,5128,111,22.1,23
1991,331,874,-865,-798,7,14.7,5348,103,22.2,10
1992,361,782,-677,-683,91,13.9,5060,103,21.7,23
1993,362,901,-842,-770,-22,14.2,5174,103,21.2,19
1994,273,916,-954,-847,3,13.9,5072,100,22.6,21
1995,367,820,-741,-688,29,14.5,5279,107,21.9,20
1996,344,912,-869,-797,-29,14.5,5303,122,23.0,26
1997,255,903,-970,-828,-63,14.0,5109,97,21.2,21
1998,308,811,-764,-699,-36,14.0,5124,113,21.8,29
1999,348,905,-885,-874,51,14.0,5108,124,23.1,41
2000,271,948,-1004,-863,-27,14.9,5431,116,22.7,17
2001,358,823,-755,-722,23,15.0,5462,119,22.6,11
2002,295,865,-829,-806,9,14.3,5217,119,22.9,24
2003,368,862,-753,-720,-6,14.7,5372,111,22.4,11
2004,232,839,-871,-758,-23,14.2,5175,107,22.8,30
2005,260,831,-830,-778,19,14.0,5092,96,21.8,21
2006,305,857,-827,-754,-14,14.9,5468,121,22.1,7
2007,267,865,-881,-794,-1,15.2,5549,114,23.4,12
2008,373,866,-735,-810,97,14.3,5217,111,21.6,27
2009,356,832,-733,-732,40,14.1,5135,100,22.1,17
2010,257,859,-877,-815,49,14.3,5224,108,22.8,19
2011,328,836,-764,-705,14,14.6,5324,106,21.0,4
2012,330,814,-763,-711,4,14.2,5185,105,22.3,29
2013,306,867,-836,-779,-45,14.7,5361,116,23.2,21
2014,220,884,-963,-819,-81,15.2,5555,119,22.8,14
2015,353,845,-771,-681,8,14.6,5313,108,22.5,18
2016,371,846,-733,-710,11,14.6,5330,111,22.9,14
2016
2017,237,821,-849,-742,-45,14.7,5374,100,22.5,17
2018,377,863,-757,-681,24,15.2,5565,121,23.7,13
2019,280,876,-861,-826,62,15.4,5608,120,23.2,4
2020,293,894,-864,-766,-28,15.3,5595,121,24.4,14
2021,235,933,-1031,-876,-90,15.1,5526,119,24.2,18
2022,330,869,-812,-781,46,15.1,5516,121,24.0,19
2023,264,921,-997,-862,-51,15.5,5652,107,23.8,8
2024,377,909,-880,-835,55,15.3,5608,117,24.0,3
2025,266,867,-867,-774,-48,15.3,5575,129,23.4,12
2026,405,891,-807,-819,89,15.2,5547,107,23.3,8
2027,342,954,-923,-821,11,14.8,5408,110,23.5,16
2028,378,849,-742,-727,15,15.3,5582,109,23.9,6
2029,323,940,-939,-839,-18,15.5,5673,134,23.9,9
2030,328,950,-961,-765,-106,15.2,5540,111,23.3,10
2031,396,849,-727,-760,103,15.2,5543,135,22.5,12
2032,380,839,-756,-705,24,15.3,5590,122,23.0,3
2033,341,889,-824,-793,-7,15.2,5531,131,23.4,16
2034,309,879,-863,-837,-13,15.6,5701,125,23.3,13
2035,490,856,-653,-654,94,16.0,5856,110,23.6,1
2036,280,904,-910,-821,-70,15.4,5649,137,23.9,17
2037,315,857,-826,-784,-3,14.9,5447,116,23.5,23
2038,337,859,-791,-720,-1,15.0,5486,116,23.4,21
2039,294,871,-841,-811,-1,15.2,5549,115,23.9,12
2040,380,862,-755,-762,49,15.6,5697,128,24.1,8
2041,433,874,-696,-767,87,15.6,5688,129,23.6,6
2042,357,876,-807,-761,17,16.0,5838,143,23.6,8
2043,362,853,-758,-719,9,15.8,5769,117,23.3,7
2044,311,858,-833,-747,-17,15.2,5553,125,23.1,15
2045,274,854,-837,-729,-48,15.3,5600,126,22.0,6
2046,253,902,-936,-797,-66,15.5,5672,138,24.6,28

min,100,500,,,,12,4000,60,20
max,600,1000,,,,18,6000,150,26
steps,11,11,,,,7,11,10,7
decimal



