year,A1,A2,A3
,label A1,label A2,label A3
1987,76,1716,499
1988,64,1701,406
1989,73,1592,600
1990,69,1873,450
1991,60,1694,481
1992,66,1931,433
1993,63,1842,466
1994,66,2001,508
1995,73,1759,483
1996,83,1844,579
1997,49,1843,398
1998,80,1931,506
1999,76,2036,576
2000,79,1763,636
2001,91,1662,556
2002,85,1932,581
2003,81,1744,554
2004,95,1992,604
2005,71,1920,458
2006,75,1602,503
2007,102,1689,681
2008,82,1858,511
2009,62,1864,442
2010,80,1863,526
2011,57,1629,394
2012,76,1825,482
2013,84,1799,589
2014,85,1562,548
2015,92,1819,585
2016,85,1781,550
2016
2017,83,1714,554
2018,88,1678,676
2019,92,1587,642
2020,105,1761,787
2021,94,1754,752
2022,93,1718,673
2023,85,1512,629
2024,85,1589,630
2025,102,1681,699
2026,82,1648,643
2027,85,1793,655
2028,91,1641,645
2029,93,1614,720
2030,77,1621,615
2031,104,1659,634
2032,86,1580,596
2033,112,1802,773
2034,104,1586,732
2035,83,1346,649
2036,103,1702,778
2037,92,1751,632
2038,105,1733,663
2039,74,1642,639
2040,100,1568,709
2041,104,1600,727
2042,113,1451,723
2043,92,1472,655
2044,91,1640,630
2045,82,1550,581
2046,111,1727,831

min,,1200
max,,2550
steps,,10
decimal



