year,annual-precipitations
1987,658
1988,615
1989,686
1990,679
1991,709
1992,842
1993,685
1994,639
1995,768
1996,1013
1997,726
1998,916
1999,611
2000,317
2001,545
2002,805
2003,640
2004,1059
2005,1118
2006,615
2007,385
2008,962
2009,824
2010,1124
2011,501
2012,480
2013,773
2014,1060
2015,819
2016,828
