year,annual-hydric-deficit
1987,-463
1988,-516
1989,-367
1990,-380
1991,-448
1992,-188
1993,-369
1994,-436
1995,-282
1996,-19
1997,-358
1998,-205
1999,-506
2000,-735
2001,-574
2002,-223
2003,-669
2004,-4
2005,-23
2006,-542
2007,-804
2008,-136
2009,-382
2010,-21
2011,-666
2012,-705
2013,-312
2014,9
2015,-321
2016,-191
