year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,35,1,-230,8,11,-551,40,4,38
1988,34,0,-284,10,3,-578,28,5,104
1989,47,0,-283,11,37,-598,19,6,51
1990,37,0,-246,8,5,-551,29,16,21
1991,34,0,-300,11,10,-629,32,0,40
1992,40,0,-264,8,7,-550,29,11,66
1993,47,0,-288,7,13,-607,22,10,46
1994,35,0,-287,8,20,-658,41,10,13
1995,44,0,-303,8,10,-586,30,6,98
1996,49,0,-304,10,18,-648,24,3,52
1997,34,0,-324,10,5,-627,22,7,37
1998,50,2,-279,8,10,-586,27,5,35
1999,53,1,-321,11,18,-674,30,6,19
2000,63,0,-333,6,42,-696,18,6,59
2001,44,0,-247,7,13,-568,31,9,42
2002,52,0,-301,6,20,-633,30,5,23
2003,51,0,-272,9,32,-617,27,8,57
2004,47,0,-270,9,24,-617,40,17,38
2005,36,0,-277,6,8,-606,29,10,23
2006,51,0,-280,10,5,-590,22,1,38
2007,40,0,-293,7,25,-624,32,3,24
2008,58,0,-267,9,10,-615,19,9,0
2009,35,0,-249,10,11,-586,35,2,28
2010,41,0,-293,9,13,-625,35,11,23
2011,45,0,-289,10,0,-574,16,1,43
2012,36,2,-262,8,8,-587,36,3,39
2013,40,0,-287,9,23,-618,23,5,27
2014,40,0,-299,5,13,-643,9,6,17
2015,45,0,-269,6,21,-583,34,12,71
2016,42,0,-267,9,12,-584,32,4,99
2016
2017,44,1,-244,8,13,-578,25,4,10
2018,47,0,-242,8,24,-585,32,4,33
2019,55,0,-278,7,24,-630,27,1,0
2020,53,1,-316,8,48,-624,28,1,49
2021,44,0,-308,9,42,-667,37,3,19
2022,47,1,-272,11,30,-616,27,11,52
2023,42,1,-315,3,32,-686,26,0,16
2024,36,0,-291,9,23,-656,32,3,16
2025,63,0,-302,9,27,-650,28,0,33
2026,43,0,-285,9,34,-626,25,2,32
2027,44,0,-329,10,33,-699,21,6,49
2028,36,0,-223,8,29,-539,35,0,4
2029,56,0,-315,6,30,-699,25,1,69
2030,45,0,-342,9,31,-635,24,6,82
2031,55,0,-283,9,17,-603,38,0,50
2032,50,0,-290,8,12,-608,32,1,43
2033,60,0,-320,6,32,-675,33,7,22
2034,47,1,-306,5,32,-646,31,0,18
2035,43,0,-277,10,37,-600,31,0,97
2036,59,0,-291,9,38,-654,28,8,19
2037,44,1,-288,8,20,-617,31,8,42
2038,47,0,-286,8,27,-577,36,6,33
2039,47,0,-293,5,33,-647,22,4,32
2040,48,0,-269,8,29,-618,31,2,30
2041,53,0,-307,10,27,-629,24,0,49
2042,58,1,-259,8,15,-580,25,0,32
2043,53,0,-243,7,26,-550,25,3,36
2044,50,0,-294,10,18,-632,30,2,67
2045,57,0,-301,7,14,-581,19,1,45
2046,56,0,-300,10,42,-662,24,8,46

min,,0
max,,6
steps,,7
decimal
