year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-1.4,8.5,15.6,5.0
1988,1.7,9.5,14.2,4.2
1989,2.9,9.0,14.4,4.7
1990,3.5,9.1,14.6,3.4
1991,1.3,7.8,16.0,2.5
1992,1.4,10.5,15.5,4.5
1993,3.2,10.1,13.5,3.7
1994,3.0,9.3,16.1,6.6
1995,1.9,9.6,14.4,5.7
1996,1.3,9.6,13.3,4.6
1997,4.2,10.0,16.0,5.8
1998,3.4,9.7,15.1,3.6
1999,1.7,10.3,15.8,4.3
2000,2.5,10.4,14.9,5.4
2001,3.4,10.0,14.4,4.5
2002,3.3,10.4,14.1,6.0
2003,1.1,12.4,17.2,4.9
2004,2.1,10.3,15.4,5.5
2005,0.5,11.5,15.3,4.7
2006,1.4,11.4,16.6,7.6
2007,3.5,12.7,14.9,4.6
2008,3.0,10.3,14.5,4.2
2009,0.9,11.4,16.4,5.4
2010,0.2,10.6,16.5,3.8
2011,3.4,12.9,16.5,7.5
2012,2.4,11.2,16.6,6.0
2013,0.8,9.0,16.4,5.7
2014,3.5,11.2,14.9,6.9
2015,2.3,12.4,16.6,7.1
2016,3.0,10.3,16.9,6.3
