year,annual-precipitations
1987,630
1988,900
1989,572
1990,626
1991,457
1992,1145
1993,1226
1994,772
1995,642
1996,739
1997,513
1998,674
1999,627
2000,717
2001,703
2002,690
2003,597
2004,637
2005,564
2006,763
2007,675
2008,889
2009,557
2010,800
2011,529
2012,761
2013,1277
2014,1558
2015,798
2016,1701
