year,annual-estival-days
1987,27
1988,25
1989,21
1990,26
1991,39
1992,13
1993,21
1994,29
1995,7
1996,3
1997,8
1998,15
1999,8
2000,16
2001,20
2002,20
2003,51
2004,26
2005,34
2006,47
2007,15
2008,14
2009,25
2010,44
2011,41
2012,36
2013,24
2014,10
2015,42
2016,30
