year,F1,F3,M4
,label F1,label F3,label M4
1987,72,158,3
1988,71,142,2
1989,71,166,0
1990,74,159,0
1991,90,143,4
1992,103,157,5
1993,93,166,2
1994,81,155,3
1995,76,163,1
1996,90,168,3
1997,72,153,1
1998,82,143,2
1999,117,174,3
2000,82,143,4
2001,100,157,2
2002,104,166,3
2003,67,158,5
2004,95,166,3
2005,86,165,1
2006,94,155,2
2007,66,145,4
2008,73,166,2
2009,78,144,3
2010,109,163,0
2011,88,159,4
2012,93,170,2
2013,98,165,1
2014,107,172,2
2015,58,162,3
2016,75,160,6
2016
2017,57,145,2
2018,73,156,5
2019,69,162,5
2020,72,143,3
2021,82,142,4
2022,80,159,6
2023,60,136,6
2024,56,145,6
2025,71,147,6
2026,92,149,5
2027,50,155,5
2028,61,157,4
2029,99,161,5
2030,85,147,4
2031,51,140,1
2032,69,168,5
2033,66,152,3
2034,58,140,3
2035,86,151,4
2036,79,154,4
2037,69,146,5
2038,70,145,4
2039,66,154,2
2040,102,156,7
2041,104,169,3
2042,60,150,4
2043,112,163,5
2044,111,169,6
2045,63,154,4
2046,47,148,2

min,,100,0
max,,190,10
steps,,10,11
decimal

min
max
