year,annual-frozen-days
1987,141
1988,125
1989,143
1990,135
1991,159
1992,101
1993,104
1994,73
1995,89
1996,86
1997,85
1998,95
1999,94
2000,77
2001,83
2002,67
2003,100
2004,133
2005,123
2006,108
2007,100
2008,96
2009,95
2010,114
2011,75
2012,90
2013,105
2014,65
2015,72
2016,76
