year,annual-hydric-deficit
1987,-115
1988,192
1989,-241
1990,-134
1991,-308
1992,245
1993,458
1994,42
1995,-79
1996,81
1997,-252
1998,-93
1999,-89
2000,9
2001,-24
2002,-31
2003,-265
2004,-136
2005,-241
2006,-40
2007,-103
2008,170
2009,-257
2010,-20
2011,-385
2012,-121
2013,519
2014,786
2015,-107
2016,870
