year,annual-frozen-days
1987,94
1988,69
1989,58
1990,48
1991,77
1992,54
1993,78
1994,40
1995,84
1996,112
1997,70
1998,62
1999,58
2000,39
2001,76
2002,63
2003,89
2004,82
2005,76
2006,79
2007,39
2008,48
2009,73
2010,99
2011,68
2012,61
2013,83
2014,40
2015,43
2016,58
