year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,60,136,0
1988,73,133,0
1989,71,131,0
1990,51,140,0
1991,81,136,0
1992,69,131,0
1993,75,127,0
1994,77,138,1
1995,61,142,1
1996,76,130,0
1997,91,147,0
1998,73,127,0
1999,86,149,1
2000,85,140,0
2001,82,130,0
2002,84,140,0
2003,71,132,0
2004,97,153,0
2005,49,141,1
2006,66,137,0
2007,59,138,1
2008,55,129,0
2009,76,135,0
2010,72,139,1
2011,65,129,0
2012,41,126,0
2013,58,132,1
2014,87,142,0
2015,54,134,0
2016,81,132,0
2016
2017,47,140,0
2018,64,135,0
2019,67,128,1
2020,52,123,1
2021,69,133,0
2022,86,138,0
2023,71,136,0
2024,34,128,1
2025,63,132,0
2026,56,123,1
2027,52,125,0
2028,74,132,0
2029,36,135,0
2030,70,140,0
2031,59,147,2
2032,76,149,0
2033,56,125,0
2034,77,136,0
2035,74,135,0
2036,65,143,1
2037,55,135,0
2038,59,139,0
2039,46,121,0
2040,59,107,0
2041,75,135,0
2042,53,125,1
2043,62,130,0
2044,66,131,0
2045,78,126,0
2046,64,121,0

min,,90,0
max,,190,6
steps,,11,7
decimal
