year,annual-hydric-deficit
1987,-44
1988,-293
1989,-364
1990,-387
1991,-396
1992,-288
1993,-169
1994,28
1995,-123
1996,-176
1997,-290
1998,-110
1999,-98
2000,-182
2001,0
2002,-45
2003,-434
2004,-54
2005,-87
2006,-283
2007,-98
2008,-174
2009,-39
2010,167
2011,-189
2012,-226
2013,23
2014,-223
2015,-237
2016,-245
