year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.8,12.0,16.8,6.0
1988,3.3,13.2,17.4,5.7
1989,4.9,13.1,17.8,5.8
1990,5.5,13.2,16.8,5.7
1991,2.6,10.7,18.1,4.9
1992,3.4,13.7,18.3,4.7
1993,1.9,14.3,15.6,4.0
1994,3.4,13.0,18.5,6.7
1995,3.1,11.9,17.8,4.6
1996,-1.6,12.1,15.2,4.1
1997,2.9,12.2,17.8,4.9
1998,4.5,14.2,16.6,4.2
1999,3.3,13.3,18.7,5.4
2000,3.8,15.0,17.0,7.5
2001,2.7,12.5,17.4,5.9
2002,4.3,13.6,17.9,4.5
2003,1.1,14.6,18.8,5.1
2004,2.4,12.5,17.3,5.9
2005,1.7,13.4,17.4,6.2
2006,-0.4,13.2,19.3,8.7
2007,5.6,14.9,16.8,5.1
2008,4.8,13.6,17.4,5.8
2009,1.3,14.0,18.4,5.8
2010,0.0,12.5,17.6,3.2
2011,2.5,14.8,17.7,6.8
2012,2.4,13.6,17.9,5.7
2013,-0.5,12.8,17.9,7.1
2014,5.1,13.9,18.1,7.6
2015,3.5,13.0,18.9,8.3
2016,3.3,13.8,19.1,5.6
