year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1534,10,-316,4
1988,1399,8,-292,2
1989,1538,11,-221,0
1990,1301,12,-287,2
1991,1241,9,-427,6
1992,1712,13,-333,2
1993,1319,11,-356,1
1994,1585,12,-373,3
1995,1221,12,-370,6
1996,1495,11,-378,0
1997,1367,11,-329,1
1998,1479,10,-199,0
1999,1480,10,-512,5
2000,1514,11,-383,10
2001,1361,10,-282,0
2002,1600,11,-286,0
2003,1267,11,-245,0
2004,1217,9,-169,7
2005,1428,10,-276,3
2006,1414,9,-393,0
2007,1590,12,-366,5
2008,1392,10,-347,0
2009,1363,11,-134,2
2010,1402,11,-326,4
2011,1614,11,-325,0
2012,1507,10,-298,1
2013,1372,10,-361,2
2014,1503,12,-264,1
2015,1420,10,-297,7
2016,1591,10,-338,3
2016
2017,1274,11,-249,5
2018,1673,12,-288,0
2019,1811,12,-304,1
2020,1770,9,-398,1
2021,1596,9,-328,1
2022,1631,12,-256,1
2023,1519,11,-380,2
2024,1469,10,-381,2
2025,1631,11,-303,1
2026,1814,11,-435,0
2027,1779,12,-319,1
2028,1358,9,-232,0
2029,1405,10,-344,4
2030,1548,11,-489,2
2031,1324,10,-294,3
2032,1600,14,-324,3
2033,1242,12,-121,4
2034,1577,11,-313,4
2035,1736,12,-325,2
2036,1510,11,-284,7
2037,1698,10,-192,5
2038,1549,11,-307,11
2039,1350,10,-259,1
2040,1362,11,-233,0
2041,1489,12,-228,2
2042,1860,11,-340,0
2043,1855,12,-132,0
2044,1913,10,-392,1
2045,1662,12,-291,0
2046,1577,11,-281,0

min,,4
max,,17
steps,,8
decimal
