year,annual-estival-days
1987,19
1988,31
1989,39
1990,38
1991,33
1992,54
1993,28
1994,41
1995,44
1996,22
1997,46
1998,31
1999,43
2000,36
2001,31
2002,41
2003,67
2004,33
2005,41
2006,57
2007,40
2008,41
2009,41
2010,37
2011,46
2012,46
2013,42
2014,36
2015,52
2016,52

min,16
max,130
steps,9
decimal
