year,annual-average-temperature
1987,8.0
1988,9.9
1989,10.5
1990,10.3
1991,9.2
1992,10.0
1993,9.0
1994,10.5
1995,9.4
1996,7.5
1997,9.5
1998,9.9
1999,10.2
2000,10.8
2001,9.7
2002,10.1
2003,10.0
2004,9.5
2005,9.7
2006,10.2
2007,10.6
2008,10.4
2009,9.9
2010,8.4
2011,10.5
2012,9.9
2013,9.4
2014,11.2
2015,11.0
2016,10.5

min,6
max,14
steps,9
decimal
