year,annual-precipitations
1987,544
1988,418
1989,387
1990,397
1991,262
1992,542
1993,570
1994,804
1995,600
1996,461
1997,476
1998,616
1999,561
2000,541
2001,719
2002,680
2003,404
2004,671
2005,656
2006,506
2007,702
2008,599
2009,687
2010,858
2011,619
2012,562
2013,727
2014,531
2015,576
2016,513

min,300
max,2000
steps,10
decimal
