year,annual-average-temperature
1987,7.6
1988,9.4
1989,9.9
1990,9.9
1991,8.8
1992,9.5
1993,8.9
1994,9.9
1995,9.1
1996,7.2
1997,9.1
1998,9.5
1999,10.1
2000,10.3
2001,9.5
2002,9.9
2003,9.9
2004,9.0
2005,9.5
2006,9.8
2007,10.1
2008,9.8
2009,9.4
2010,8.1
2011,10.0
2012,9.4
2013,8.8
2014,10.6
2015,10.2
2016,9.8

min,6
max,14
steps,9
decimal
