year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,197,248,212,163
1988,254,67,163,215
1989,108,111,200,180
1990,68,99,119,111
1991,37,127,101,74
1992,133,204,267,228
1993,154,138,196,209
1994,224,244,238,180
1995,213,201,208,73
1996,60,168,177,197
1997,125,178,116,153
1998,114,182,278,299
1999,160,195,225,187
2000,197,162,228,134
2001,202,143,259,201
2002,194,250,209,236
2003,123,149,117,134
2004,202,152,232,174
2005,183,287,207,149
2006,127,253,172,173
2007,236,214,329,209
2008,164,165,168,139
2009,166,167,176,232
2010,158,144,209,154
2011,100,140,153,173
2012,147,156,141,180
2013,109,311,113,227
2014,72,179,339,133
2015,127,88,227,127
2016,166,138,222,108
