year,annual-estival-days
1987,13
1988,20
1989,30
1990,30
1991,30
1992,38
1993,28
1994,36
1995,40
1996,19
1997,34
1998,22
1999,39
2000,26
2001,30
2002,28
2003,58
2004,30
2005,38
2006,46
2007,28
2008,31
2009,29
2010,32
2011,31
2012,31
2013,33
2014,30
2015,42
2016,39

min,16
max,130
steps,9
decimal
