year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,54,131,0
1988,63,135,0
1989,79,141,1
1990,69,137,1
1991,78,140,0
1992,78,139,0
1993,74,142,0
1994,85,142,0
1995,65,133,0
1996,68,129,0
1997,87,146,1
1998,89,144,1
1999,79,146,0
2000,78,143,0
2001,95,141,0
2002,67,132,0
2003,79,142,0
2004,71,140,1
2005,90,149,0
2006,94,143,0
2007,77,142,0
2008,85,143,0
2009,65,138,0
2010,101,156,0
2011,78,160,0
2012,66,142,0
2013,80,151,1
2014,72,149,0
2015,65,147,0
2016,97,150,0
2016
2017,73,136,0
2018,83,137,0
2019,57,146,1
2020,37,136,1
2021,90,148,0
2022,84,141,0
2023,63,137,0
2024,69,142,0
2025,51,137,1
2026,107,153,0
2027,71,145,0
2028,53,144,0
2029,69,140,0
2030,77,144,0
2031,82,134,0
2032,72,138,0
2033,95,144,1
2034,74,135,0
2035,90,154,0
2036,84,160,0
2037,67,135,0
2038,69,145,0
2039,69,133,0
2040,70,156,1
2041,55,150,0
2042,63,144,0
2043,46,135,0
2044,60,130,0
2045,95,145,0
2046,60,137,0

min,,90,0
max,,190,6
steps,,11,7
decimal
