year,annual-hydric-deficit
1987,258
1988,42
1989,-86
1990,-288
1991,-298
1992,149
1993,43
1994,229
1995,39
1996,29
1997,-85
1998,278
1999,171
2000,128
2001,177
2002,270
2003,-222
2004,104
2005,163
2006,36
2007,310
2008,-67
2009,79
2010,-3
2011,-185
2012,-74
2013,102
2014,48
2015,-166
2016,-56
