year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.4,11.3,16.0,5.5
1988,3.2,12.7,16.1,5.6
1989,4.2,12.3,16.9,5.9
1990,5.5,12.4,15.9,5.5
1991,2.1,10.3,17.8,4.6
1992,3.2,13.0,17.3,4.7
1993,1.8,14.3,15.1,4.1
1994,2.9,12.4,17.6,6.4
1995,2.8,11.6,17.2,4.5
1996,-1.1,11.3,14.5,4.0
1997,2.8,11.5,17.1,4.9
1998,4.6,13.4,15.8,4.0
1999,3.5,13.1,18.2,5.3
2000,4.1,14.3,16.1,6.8
2001,2.9,12.3,16.7,5.8
2002,4.0,13.2,17.0,5.2
2003,1.9,14.3,18.3,4.9
2004,2.4,11.9,16.6,5.1
2005,2.1,12.6,16.7,6.1
2006,-0.2,12.6,18.4,8.3
2007,5.2,14.3,15.8,5.0
2008,4.3,13.0,16.5,5.4
2009,1.0,13.4,17.2,5.7
2010,0.2,12.0,16.7,3.2
2011,2.7,14.0,16.9,6.2
2012,2.7,12.8,16.6,5.5
2013,-0.2,11.9,17.0,6.2
2014,5.0,13.1,16.9,7.2
2015,3.0,12.2,17.5,7.9
2016,3.1,13.0,18.1,5.0
