year,annual-frozen-days
1987,93
1988,64
1989,63
1990,39
1991,82
1992,56
1993,70
1994,47
1995,84
1996,109
1997,70
1998,62
1999,52
2000,42
2001,78
2002,52
2003,88
2004,94
2005,80
2006,78
2007,42
2008,61
2009,75
2010,104
2011,74
2012,62
2013,83
2014,48
2015,60
2016,67
