year,annual-frozen-days
1987,91
1988,66
1989,54
1990,36
1991,78
1992,51
1993,82
1994,55
1995,79
1996,115
1997,72
1998,65
1999,67
2000,42
2001,79
2002,57
2003,98
2004,76
2005,76
2006,76
2007,40
2008,48
2009,70
2010,99
2011,74
2012,62
2013,83
2014,44
2015,51
2016,60
