year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1698,14,-292,0
1988,1814,13,-530,4
1989,1481,11,-314,1
1990,1726,11,-378,2
1991,1552,13,-460,10
1992,1541,12,-289,2
1993,1487,11,-380,1
1994,1361,9,-376,0
1995,1409,10,-281,0
1996,1651,13,-432,5
1997,1384,10,-411,3
1998,1452,10,-262,6
1999,1647,11,-463,2
2000,1374,11,-334,4
2001,1342,10,-336,9
2002,1514,11,-318,3
2003,1539,11,-379,2
2004,1363,10,-269,2
2005,1262,11,-332,11
2006,1306,13,-273,7
2007,1515,10,-244,8
2008,1501,11,-268,3
2009,1508,12,-310,4
2010,1508,11,-263,5
2011,1329,11,-251,1
2012,1212,10,-208,5
2013,1333,9,-382,2
2014,1352,10,-349,1
2015,1641,10,-364,8
2016,1616,12,-213,3
2016
2017,1635,12,-319,5
2018,1796,12,-343,2
2019,1448,9,-212,3
2020,1523,9,-356,1
2021,1599,12,-391,9
2022,1505,11,-247,0
2023,1736,11,-458,2
2024,1606,12,-523,12
2025,1699,11,-392,3
2026,1593,13,-429,0
2027,1512,11,-467,3
2028,1738,14,-203,0
2029,1564,11,-496,1
2030,1662,11,-449,0
2031,2015,13,-368,1
2032,1506,11,-302,1
2033,1586,11,-209,11
2034,1869,12,-389,2
2035,1426,10,-213,6
2036,1833,13,-297,5
2037,1840,13,-314,0
2038,1622,9,-346,1
2039,1498,9,-393,1
2040,1687,13,-363,0
2041,1641,11,-357,1
2042,1583,12,-356,0
2043,1722,13,-225,3
2044,1853,10,-401,2
2045,1864,13,-244,2
2046,1755,13,-368,4

min,,4
max,,17
steps,,8
decimal
