year,annual-average-temperature
1987,8.3
1988,10.2
1989,10.9
1990,10.7
1991,9.2
1992,10.4
1993,9.1
1994,10.4
1995,9.8
1996,7.8
1997,9.8
1998,10.0
1999,10.5
2000,10.9
2001,9.9
2002,10.2
2003,10.1
2004,9.9
2005,10.1
2006,10.6
2007,11.0
2008,10.7
2009,10.2
2010,8.6
2011,10.7
2012,10.1
2013,9.7
2014,11.4
2015,11.2
2016,10.7

min,6
max,14
steps,9
decimal
