year,A1,A2,A3
,label A1,label A2,label A3
1987,11,2840,133
1988,34,2874,264
1989,21,2915,165
1990,26,2744,192
1991,17,2765,167
1992,26,2900,173
1993,15,2928,122
1994,17,2818,134
1995,14,3088,121
1996,39,2793,282
1997,13,2923,126
1998,27,3074,180
1999,24,2765,222
2000,8,2884,103
2001,11,2899,96
2002,19,2949,180
2003,9,2782,93
2004,16,2788,124
2005,8,3057,90
2006,13,2823,91
2007,23,3248,173
2008,21,2896,152
2009,22,3495,149
2010,14,3302,117
2011,15,3138,108
2012,10,3283,78
2013,28,2964,165
2014,7,2573,81
2015,46,3141,333
2016,41,3155,239
2016
2017,28,2615,193
2018,36,2637,242
2019,22,2608,190
2020,15,2598,137
2021,31,2537,222
2022,18,2565,146
2023,19,2671,196
2024,19,2563,204
2025,37,2562,258
2026,22,2998,195
2027,22,2862,166
2028,37,2818,232
2029,17,2692,171
2030,12,2716,117
2031,64,2746,408
2032,17,2575,131
2033,28,2915,227
2034,45,2838,340
2035,18,3045,159
2036,38,2884,276
2037,29,2725,222
2038,27,2576,188
2039,19,2362,146
2040,20,2812,172
2041,23,2852,194
2042,13,3016,137
2043,45,2816,304
2044,67,2495,437
2045,55,2534,361
2046,38,2725,263

min,,2000
max,,4000
steps,,9
decimal
