year,annual-estival-days
1987,20
1988,37
1989,48
1990,38
1991,34
1992,64
1993,39
1994,45
1995,53
1996,28
1997,54
1998,34
1999,50
2000,46
2001,39
2002,47
2003,67
2004,33
2005,48
2006,63
2007,48
2008,41
2009,45
2010,41
2011,50
2012,49
2013,47
2014,42
2015,52
2016,63

min,16
max,130
steps,9
decimal
