year,annual-precipitations
1987,576
1988,439
1989,346
1990,477
1991,381
1992,522
1993,585
1994,697
1995,618
1996,466
1997,501
1998,657
1999,441
2000,521
2001,721
2002,688
2003,426
2004,674
2005,656
2006,506
2007,702
2008,599
2009,687
2010,848
2011,619
2012,556
2013,727
2014,531
2015,576
2016,513

min,300
max,2000
steps,10
decimal
