year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.5,12.3,17.0,6.2
1988,3.4,13.6,17.7,5.8
1989,5.4,13.5,18.2,6.2
1990,6.2,13.6,17.0,6.0
1991,2.5,10.9,17.9,5.2
1992,3.7,14.4,18.7,4.9
1993,2.2,14.4,15.5,4.0
1994,3.2,13.0,18.5,6.5
1995,3.4,12.4,18.5,4.7
1996,-1.6,12.5,15.8,4.4
1997,3.0,12.6,18.4,5.0
1998,4.7,14.5,16.7,4.1
1999,3.5,13.5,18.9,5.6
2000,4.1,15.1,17.0,7.5
2001,2.7,12.8,17.7,6.0
2002,4.4,13.8,18.2,4.2
2003,1.3,14.6,18.9,5.2
2004,2.7,13.1,17.7,6.1
2005,2.2,13.7,17.7,6.3
2006,-0.2,13.7,19.7,8.9
2007,5.8,15.5,17.1,5.3
2008,4.9,14.1,17.5,6.1
2009,1.6,14.4,18.7,5.9
2010,0.2,12.8,18.0,3.4
2011,2.6,15.3,17.8,6.9
2012,2.6,13.9,18.1,5.8
2013,-0.2,13.3,18.1,7.3
2014,5.1,14.3,18.5,7.7
2015,3.8,13.2,19.1,8.3
2016,3.4,14.3,19.4,5.7
