year,annual-average-temperature
1987,9.4
1988,10.4
1989,10.4
1990,10.7
1991,10.0
1992,10.7
1993,10.0
1994,11.2
1995,10.0
1996,9.0
1997,10.2
1998,10.3
1999,10.2
2000,10.9
2001,10.2
2002,10.9
2003,10.8
2004,10.3
2005,10.0
2006,10.8
2007,11.1
2008,10.7
2009,10.8
2010,8.9
2011,10.2
2012,9.8
2013,9.3
2014,10.7
2015,10.3
2016,10.1
