year,annual-estival-days
1987,41
1988,35
1989,43
1990,38
1991,37
1992,50
1993,33
1994,51
1995,40
1996,32
1997,40
1998,37
1999,34
2000,37
2001,33
2002,31
2003,79
2004,41
2005,41
2006,53
2007,41
2008,47
2009,52
2010,37
2011,32
2012,35
2013,41
2014,27
2015,48
2016,45
