year,annual-frozen-days
1987,82
1988,57
1989,62
1990,54
1991,70
1992,53
1993,60
1994,33
1995,65
1996,97
1997,60
1998,64
1999,66
2000,37
2001,54
2002,39
2003,76
2004,75
2005,84
2006,75
2007,42
2008,68
2009,70
2010,114
2011,81
2012,91
2013,108
2014,52
2015,96
2016,83
