year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1227,10,284,2
1988,1386,9,-28,2
1989,1615,10,178,0
1990,1341,9,85,6
1991,1260,9,69,7
1992,1231,10,80,3
1993,1218,8,-113,1
1994,1414,9,-86,3
1995,1458,11,131,3
1996,1326,11,-33,5
1997,1382,10,-265,1
1998,1425,11,130,1
1999,1526,11,-89,2
2000,1228,7,-197,1
2001,1146,8,131,8
2002,1196,9,66,8
2003,1421,11,128,2
2004,1425,11,109,6
2005,1348,9,167,0
2006,1014,10,7,15
2007,1225,8,92,9
2008,1306,10,210,2
2009,1448,10,-83,7
2010,1168,6,198,5
2011,1468,10,167,0
2012,1315,9,-14,0
2013,1287,8,3,3
2014,1489,10,24,4
2015,1403,9,-11,0
2016,1160,10,250,1
2016
2017,1600,12,-138,1
2018,1704,9,-3,6
2019,1476,11,68,10
2020,1405,12,21,18
2021,1818,11,-139,2
2022,1605,10,-91,11
2023,1406,11,-61,16
2024,1644,13,-77,1
2025,1559,11,-1,0
2026,1625,11,-201,8
2027,1829,12,66,3
2028,1765,11,-35,0
2029,1735,10,-244,2
2030,1513,12,-104,11
2031,1491,10,131,1
2032,1471,11,-49,5
2033,1546,10,4,2
2034,1823,10,-111,2
2035,1488,9,94,1
2036,1663,12,-78,0
2037,1690,10,26,2
2038,1584,10,-178,5
2039,1717,10,60,5
2040,1484,8,-12,1
2041,1405,10,-141,0
2042,1756,9,-176,2
2043,1572,11,-40,1
2044,1430,11,40,3
2045,1410,11,45,3
2046,1807,12,28,2

min,,4
max,,17
steps,,8
decimal
