year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,6,20,4,1,5,168,65,34,324
1988,13,24,-34,1,9,-55,49,33,143
1989,28,44,-17,2,0,132,34,33,336
1990,9,31,12,1,6,63,57,46,146
1991,15,19,-38,2,4,44,62,39,194
1992,16,21,15,1,8,56,70,44,144
1993,0,17,-30,2,7,-105,64,48,144
1994,17,33,-40,4,6,-47,36,50,220
1995,5,27,4,0,11,78,65,38,311
1996,8,35,-24,2,9,-4,61,33,187
1997,12,13,-99,4,9,-210,50,41,83
1998,5,21,45,1,13,88,62,41,216
1999,13,29,-50,2,13,-91,56,32,221
2000,9,41,-8,2,10,-145,61,42,75
2001,3,24,72,1,10,91,72,46,201
2002,14,17,-8,4,5,26,63,50,281
2003,13,35,27,3,7,84,47,34,310
2004,6,28,-6,4,9,37,55,52,277
2005,13,20,4,2,6,165,55,44,210
2006,8,25,-40,2,4,-6,71,33,163
2007,11,37,-9,0,5,101,62,37,171
2008,12,49,99,0,4,144,57,26,240
2009,37,43,-20,2,15,-127,54,41,149
2010,25,23,43,1,6,89,55,44,275
2011,19,33,-34,0,1,94,29,38,307
2012,11,41,-5,2,4,-40,59,29,152
2013,17,18,47,4,9,9,67,32,128
2014,20,25,-36,2,6,21,46,40,193
2015,15,26,50,0,11,3,61,39,107
2016,8,8,134,1,0,235,60,33,288
2016
2017,15,25,-57,2,9,-164,51,19,101
2018,28,35,-75,2,25,-18,43,21,151
2019,30,33,14,1,10,11,51,20,136
2020,15,28,-62,3,11,-82,49,33,272
2021,33,7,-73,4,10,-140,39,30,162
2022,33,27,-54,3,13,-185,44,5,179
2023,16,25,-16,3,9,-68,47,41,166
2024,21,15,-37,3,9,-100,47,23,170
2025,16,25,4,3,6,-39,46,28,135
2026,24,24,-46,5,11,-182,46,39,158
2027,29,25,-36,0,12,-4,34,34,271
2028,25,13,-79,3,10,-29,34,24,152
2029,26,24,-74,3,15,-129,42,31,128
2030,17,19,10,1,15,-71,52,13,148
2031,16,17,70,0,10,101,58,26,123
2032,24,20,-4,3,17,-58,60,29,171
2033,20,16,16,2,15,-18,54,18,182
2034,31,20,-80,2,21,-120,32,32,150
2035,27,7,116,3,6,31,49,22,99
2036,15,12,0,1,13,-62,52,30,51
2037,24,16,27,3,9,47,30,17,177
2038,24,24,-111,4,20,-208,49,27,114
2039,29,10,-7,2,24,-19,49,21,214
2040,25,17,17,4,11,-33,44,23,119
2041,11,30,-67,0,4,-121,55,22,115
2042,29,28,-47,1,20,-173,38,11,65
2043,28,31,-18,3,9,-66,57,20,209
2044,12,29,113,2,11,1,62,24,152
2045,14,6,21,1,9,47,49,21,148
2046,26,34,-66,4,12,7,36,28,230
