year,annual-hydric-deficit
1987,208
1988,314
1989,91
1990,-1
1991,133
1992,551
1993,750
1994,728
1995,442
1996,160
1997,28
1998,814
1999,1253
2000,1015
2001,1050
2002,1256
2003,412
2004,636
2005,641
2006,769
2007,812
2008,696
2009,936
2010,1217
2011,878
2012,929
2013,1141
2014,803
2015,700
2016,376
