year,annual-hydric-deficit
1987,305
1988,174
1989,112
1990,-295
1991,-368
1992,-33
1993,-161
1994,-51
1995,-35
1996,-51
1997,-137
1998,-90
1999,-80
2000,-140
2001,-65
2002,107
2003,-388
2004,-9
2005,50
2006,-19
2007,193
2008,-154
2009,70
2010,30
2011,-190
2012,-1
2013,109
2014,53
2015,-166
2016,-31
