year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1416,10,-196,3
1988,1322,9,-161,0
1989,1235,11,-178,11
1990,1276,10,-189,5
1991,1349,11,-402,7
1992,1255,11,-7,2
1993,1341,10,-331,5
1994,1425,10,-367,4
1995,1089,9,-220,7
1996,1145,11,-179,6
1997,1312,9,-320,4
1998,1069,7,-92,6
1999,1267,10,-348,3
2000,1280,10,-303,2
2001,1284,8,-159,2
2002,1427,12,-88,1
2003,1290,7,-168,1
2004,1258,8,-228,4
2005,1312,10,-238,6
2006,1255,10,-19,9
2007,1123,9,-84,1
2008,1143,7,-158,8
2009,1066,11,-130,5
2010,1584,12,-255,1
2011,951,9,-108,17
2012,1213,9,-159,4
2013,1125,10,-84,5
2014,1456,10,-145,0
2015,1085,9,-90,5
2016,1436,10,-380,0
2016
2017,1456,10,-124,5
2018,1370,10,42,1
2019,1322,8,-249,2
2020,1564,10,-165,6
2021,1438,10,-353,4
2022,1240,9,-38,1
2023,1542,12,-329,3
2024,1381,12,-200,3
2025,1468,11,-192,0
2026,1691,10,-275,1
2027,1220,9,-146,9
2028,1250,13,-223,6
2029,1336,10,-321,7
2030,1421,9,-307,0
2031,1281,12,-190,11
2032,1633,11,-294,4
2033,1501,9,-55,6
2034,1606,9,-209,0
2035,1692,12,-192,7
2036,1387,10,-243,7
2037,1256,11,-197,7
2038,1442,11,-18,7
2039,1554,10,-108,7
2040,1413,11,-219,2
2041,1583,11,-254,0
2042,1759,11,-92,6
2043,1665,12,-384,4
2044,1356,8,-232,11
2045,1430,10,-192,1
2046,1535,10,-153,0

min,,4
max,,17
steps,,8
decimal
