year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,767,575,45,-196,135,8.1,3209,29,16.4,114
1988,827,575,104,-161,166,8.8,3337,27,16.1,81
1989,712,564,-20,-178,56,8.9,3395,24,16.1,92
1990,751,568,25,-189,127,8.9,3422,19,16.0,83
1991,668,692,-236,-402,111,8.8,3368,27,17.0,104
1992,865,528,176,-7,108,8.2,3259,24,17.3,97
1993,934,697,12,-331,220,9.1,3404,34,16.6,77
1994,645,702,-282,-367,51,9.1,3456,31,17.6,91
1995,678,551,-43,-220,58,8.7,3297,15,15.2,87
1996,761,641,-126,-179,13,8.1,3143,19,16.3,98
1997,832,668,-56,-320,172,8.9,3363,26,16.0,83
1998,781,549,64,-92,127,8.3,3171,26,15.2,99
1999,661,714,-335,-348,17,8.7,3282,24,17.3,85
2000,759,655,-119,-303,129,8.6,3273,32,16.1,101
2001,806,540,106,-159,132,9.5,3570,21,16.3,70
2002,946,585,204,-88,132,9.5,3557,37,18.1,65
2003,720,563,-8,-168,40,9.4,3504,33,14.3,83
2004,725,567,4,-228,141,8.3,3251,24,16.4,96
2005,637,574,-95,-238,93,8.4,3290,21,16.8,104
2006,920,542,216,-19,124,8.8,3326,29,16.7,87
2007,811,542,110,-84,90,8.8,3279,20,16.2,66
2008,778,539,76,-158,90,8.8,3332,25,15.2,86
2009,800,553,94,-130,151,7.4,2934,24,14.9,121
2010,648,602,-109,-255,48,9.5,3586,40,18.2,88
2011,741,531,47,-108,98,7.8,2992,22,15.9,111
2012,753,565,30,-159,96,8.7,3320,21,16.2,86
2013,875,540,188,-84,183,8.6,3234,15,16.0,78
2014,830,582,99,-145,195,9.0,3460,37,16.9,97
2015,812,538,107,-90,135,9.1,3388,11,14.9,67
2016,566,613,-208,-380,91,9.1,3468,18,15.0,92
2016
2017,871,584,120,-124,152,10.4,3865,50,18.2,56
2018,890,549,181,42,78,9.5,3580,30,16.3,71
2019,773,580,25,-249,175,9.7,3642,25,16.4,59
2020,944,625,152,-165,237,10.3,3834,45,18.0,66
2021,731,677,-176,-353,157,9.9,3629,33,18.0,70
2022,779,521,76,-38,64,9.8,3645,15,15.3,60
2023,752,727,-225,-329,40,9.9,3727,39,17.6,82
2024,807,688,-141,-200,51,9.5,3605,24,17.1,96
2025,775,571,33,-192,83,9.7,3596,32,17.6,76
2026,842,729,-149,-275,31,10.3,3892,49,18.7,68
2027,890,636,16,-146,102,9.6,3522,23,16.1,71
2028,698,542,-18,-223,142,10.3,3813,36,17.3,50
2029,830,740,-187,-321,30,9.6,3614,32,16.4,76
2030,765,680,-136,-307,70,9.6,3618,32,16.4,73
2031,671,554,-51,-190,83,9.4,3497,29,17.9,84
2032,708,607,-54,-294,114,10.3,3854,40,17.8,64
2033,892,567,164,-55,162,9.6,3582,39,16.5,88
2034,865,621,58,-209,181,9.0,3531,50,17.3,119
2035,683,616,-102,-192,72,10.7,4005,61,19.1,68
2036,658,583,-95,-243,77,10.0,3728,43,18.3,58
2037,802,553,86,-197,211,9.7,3640,15,16.3,62
2038,892,574,147,-18,114,10.3,3793,46,17.7,52
2039,872,599,113,-108,122,9.9,3698,42,16.7,74
2040,689,575,-38,-219,108,9.6,3561,32,17.3,74
2041,681,595,-69,-254,126,10.3,3842,33,17.9,52
2042,941,627,158,-92,126,10.4,3887,66,19.3,73
2043,502,615,-280,-384,47,10.1,3760,54,19.2,97
2044,650,594,-115,-232,59,9.4,3550,45,15.5,87
2045,818,568,83,-192,162,9.7,3612,29,17.0,75
2046,821,593,74,-153,124,9.5,3600,38,17.3,88

min,200,400,,,,6,2500,,12,30
max,1100,1000,,,,14,5000,,24,150
steps,10,11,,,,9,11,,5,9
decimal

