year,annual-frozen-days
1987,99
1988,75
1989,72
1990,80
1991,88
1992,61
1993,78
1994,55
1995,96
1996,119
1997,91
1998,78
1999,67
2000,45
2001,83
2002,57
2003,96
2004,113
2005,88
2006,84
2007,55
2008,72
2009,82
2010,109
2011,82
2012,71
2013,89
2014,57
2015,70
2016,69
