year,annual-average-temperature
1987,7.7
1988,9.3
1989,9.7
1990,9.2
1991,8.8
1992,9.2
1993,8.8
1994,9.9
1995,8.9
1996,7.2
1997,8.8
1998,9.3
1999,9.7
2000,10.1
2001,9.3
2002,9.7
2003,9.9
2004,8.9
2005,9.1
2006,9.5
2007,9.8
2008,9.5
2009,9.0
2010,7.8
2011,9.7
2012,9.1
2013,8.6
2014,10.3
2015,10.0
2016,9.4

min,6
max,14
steps,9
decimal
