year,A1,A2,A3
,label A1,label A2,label A3
1987,8,3453,72
1988,14,3153,105
1989,7,3074,63
1990,6,3052,57
1991,6,3197,86
1992,15,3421,90
1993,8,3109,110
1994,14,3120,128
1995,7,3003,52
1996,11,3336,82
1997,8,3052,70
1998,16,3144,87
1999,10,3216,75
2000,17,3246,129
2001,11,2832,73
2002,21,3006,161
2003,13,2821,94
2004,15,3268,103
2005,4,3313,69
2006,17,3171,111
2007,11,3062,70
2008,6,3016,69
2009,9,3535,64
2010,20,3033,145
2011,9,3447,76
2012,15,3149,88
2013,3,3088,41
2014,9,3127,89
2015,4,2895,28
2016,5,2944,28
2016
2017,34,2733,190
2018,13,2937,99
2019,14,2795,97
2020,32,2794,209
2021,12,2796,122
2022,5,2675,43
2023,10,2858,116
2024,3,2922,72
2025,14,2885,120
2026,32,2840,217
2027,14,2822,111
2028,13,2579,110
2029,11,2939,111
2030,13,2873,114
2031,15,2965,97
2032,22,2824,152
2033,27,2964,145
2034,32,3222,184
2035,30,2715,220
2036,30,2776,185
2037,6,2792,51
2038,20,2784,154
2039,26,2838,167
2040,16,2970,124
2041,17,2749,121
2042,36,2894,244
2043,42,2962,238
2044,24,2963,140
2045,10,2827,92
2046,22,2972,145

min,,2000
max,,4000
steps,,9
decimal
