year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,161,10,13,122
1988,251,-167,-74,164
1989,62,-12,-120,182
1990,-25,-163,-160,53
1991,-27,-141,-204,4
1992,33,-118,-87,138
1993,-21,-168,-69,97
1994,40,-44,-90,44
1995,120,-76,-102,23
1996,4,-104,-72,120
1997,53,-123,-180,113
1998,-23,-118,-71,122
1999,26,-87,-105,85
2000,92,-189,-51,8
2001,79,-100,-124,80
2002,26,-73,-42,195
2003,-14,-161,-238,25
2004,5,-67,-35,88
2005,67,-45,-62,91
2006,68,-82,-80,74
2007,96,-13,27,83
2008,51,-135,-151,81
2009,75,-108,-36,139
2010,48,-99,-15,97
2011,10,-167,-95,61
2012,27,-67,-71,111
2013,52,71,-178,164
2014,-18,-90,86,75
2015,55,-203,-82,64
2016,97,-125,-59,57
