year,annual-estival-days
1987,16
1988,26
1989,38
1990,28
1991,35
1992,32
1993,30
1994,41
1995,42
1996,21
1997,37
1998,26
1999,34
2000,31
2001,33
2002,30
2003,67
2004,34
2005,38
2006,43
2007,25
2008,31
2009,27
2010,31
2011,31
2012,30
2013,30
2014,27
2015,43
2016,41

min,16
max,130
steps,9
decimal
