year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,94,141,0
1988,90,144,0
1989,84,146,1
1990,89,142,0
1991,82,142,1
1992,82,150,0
1993,63,142,0
1994,77,146,0
1995,89,145,0
1996,93,149,0
1997,70,133,0
1998,67,143,0
1999,65,145,0
2000,95,149,0
2001,68,133,0
2002,69,139,0
2003,66,129,0
2004,90,144,0
2005,89,148,0
2006,81,146,0
2007,66,137,1
2008,74,141,0
2009,95,152,0
2010,92,139,0
2011,95,165,0
2012,60,141,0
2013,71,141,0
2014,57,137,0
2015,44,138,0
2016,89,133,0
2016
2017,53,138,0
2018,71,141,0
2019,62,129,0
2020,72,138,0
2021,41,139,1
2022,73,139,0
2023,90,139,0
2024,75,139,0
2025,73,136,0
2026,75,132,0
2027,72,147,0
2028,21,140,0
2029,71,144,0
2030,93,144,0
2031,91,153,0
2032,62,138,1
2033,52,137,0
2034,90,139,0
2035,83,141,0
2036,41,143,0
2037,80,144,2
2038,46,134,0
2039,59,139,0
2040,78,143,0
2041,71,135,1
2042,76,141,0
2043,71,145,0
2044,66,135,0
2045,74,133,0
2046,92,140,0

min,,90,0
max,,190,6
steps,,11,7
decimal
