year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,133,56,86,194
1988,62,201,35,127
1989,68,162,21,220
1990,57,61,44,107
1991,89,78,85,101
1992,67,212,29,94
1993,18,159,8,108
1994,46,44,12,104
1995,31,62,14,237
1996,126,87,97,233
1997,120,143,61,239
1998,96,132,36,49
1999,62,41,39,177
2000,29,153,32,118
2001,190,43,45,154
2002,90,82,30,145
2003,114,39,39,189
2004,153,184,17,162
2005,32,50,6,81
2006,114,90,45,207
2007,72,199,22,64
2008,81,210,40,169
2009,53,52,5,183
2010,258,111,84,252
2011,121,134,4,98
2012,36,89,92,196
2013,258,83,114,97
2014,134,41,37,134
2015,96,66,26,79
2016,83,139,7,147
