year,annual-precipitations
1987,469
1988,424
1989,472
1990,269
1991,353
1992,402
1993,294
1994,206
1995,344
1996,543
1997,563
1998,312
1999,318
2000,332
2001,431
2002,347
2003,381
2004,516
2005,169
2006,455
2007,356
2008,500
2009,293
2010,705
2011,357
2012,413
2013,552
2014,346
2015,267
2016,375
