year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-FGN,label C2,label C3-FGN,label C12,label M1-FGN,label M2,label M8,label Co2,label Co3
1987,4,0,-413,6,7,-645,20,5,12
1988,3,0,-391,10,3,-627,22,4,12
1989,12,1,-495,10,16,-734,26,8,1
1990,5,0,-485,9,29,-729,20,17,0
1991,3,0,-473,11,29,-750,37,6,11
1992,5,0,-490,10,17,-703,39,16,3
1993,5,0,-541,4,19,-781,17,9,0
1994,21,0,-523,11,29,-805,24,12,0
1995,9,0,-463,7,14,-695,21,12,4
1996,12,1,-441,10,12,-754,28,3,41
1997,12,0,-536,10,20,-796,18,12,0
1998,0,1,-357,8,19,-664,32,14,8
1999,12,0,-502,0,20,-784,15,5,7
2000,9,0,-455,6,18,-760,40,17,12
2001,12,0,-393,10,16,-665,20,10,2
2002,12,0,-415,9,28,-707,25,7,16
2003,8,0,-493,6,24,-744,13,5,0
2004,5,0,-461,3,14,-704,27,1,10
2005,11,0,-335,10,14,-641,32,9,2
2006,9,0,-409,8,23,-695,31,8,8
2007,15,0,-518,5,18,-743,18,19,0
2008,2,0,-420,6,18,-673,23,15,2
2009,6,0,-356,8,25,-667,24,3,0
2010,15,0,-492,10,14,-741,17,18,2
2011,6,0,-508,3,14,-712,21,18,2
2012,3,0,-383,10,32,-714,36,18,18
2013,16,0,-452,8,15,-723,20,11,12
2014,7,1,-431,6,29,-644,35,26,29
2015,14,0,-484,9,11,-730,17,2,23
2016,4,0,-370,7,25,-699,30,7,14
2016
2017,22,0,-533,7,13,-751,18,1,22
2018,4,1,-490,8,32,-739,21,2,14
2019,29,0,-347,6,21,-719,35,1,18
2020,10,0,-388,10,21,-708,23,10,2
2021,18,0,-522,10,30,-773,23,9,3
2022,18,0,-455,7,40,-729,22,1,12
2023,26,0,-610,5,12,-740,13,14,9
2024,13,0,-563,9,36,-787,18,9,2
2025,15,0,-459,2,52,-757,21,12,29
2026,11,0,-488,8,28,-763,6,15,44
2027,15,0,-539,8,37,-818,23,14,7
2028,15,0,-478,0,40,-783,25,9,14
2029,18,0,-451,11,28,-715,24,14,8
2030,17,0,-466,11,32,-816,24,2,23
2031,27,0,-515,12,40,-752,13,6,7
2032,1,0,-420,8,23,-648,27,9,15
2033,13,0,-468,6,22,-758,14,3,15
2034,8,0,-490,10,41,-742,19,4,3
2035,11,0,-440,9,52,-745,26,9,6
2036,23,0,-542,6,39,-800,12,9,5
2037,16,0,-392,8,29,-776,28,10,17
2038,10,0,-415,1,34,-772,29,11,4
2039,3,0,-413,11,33,-697,16,10,29
2040,18,0,-490,8,29,-769,20,5,10
2041,12,0,-446,6,31,-769,28,7,49
2042,26,0,-498,9,25,-779,26,10,53
2043,9,0,-371,6,33,-758,30,19,51
2044,20,0,-523,1,25,-779,5,11,4
2045,12,0,-482,5,35,-769,21,10,0
2046,11,0,-455,10,22,-748,20,11,1
