year,annual-precipitations
1987,890
1988,832
1989,793
1990,352
1991,286
1992,565
1993,713
1994,629
1995,855
1996,540
1997,669
1998,628
1999,618
2000,610
2001,764
2002,838
2003,416
2004,764
2005,597
2006,748
2007,870
2008,702
2009,777
2010,726
2011,569
2012,769
2013,732
2014,656
2015,576
2016,643

min,300
max,2000
steps,10
decimal
