year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,215,239,257,179
1988,318,105,193,216
1989,134,267,150,241
1990,61,103,108,80
1991,48,101,86,51
1992,111,135,154,165
1993,82,208,203,220
1994,138,172,185,134
1995,253,200,268,134
1996,57,150,187,146
1997,136,214,164,155
1998,70,126,206,226
1999,107,195,163,153
2000,152,129,213,116
2001,250,164,155,195
2002,159,167,233,279
2003,83,144,70,119
2004,119,200,329,117
2005,139,151,193,114
2006,105,209,246,187
2007,186,242,273,169
2008,151,177,188,186
2009,154,201,168,255
2010,94,127,312,193
2011,112,96,217,144
2012,136,244,157,233
2013,107,307,181,137
2014,78,185,243,149
2015,125,104,172,176
2016,168,247,111,117
