year,A1,A2,A3
,label A1,label A2,label A3
1987,12,3295,103
1988,19,3030,151
1989,6,3394,67
1990,12,3358,80
1991,1,3217,14
1992,19,3215,110
1993,26,3433,208
1994,7,3629,84
1995,23,3199,194
1996,3,2807,74
1997,3,3593,66
1998,13,3198,77
1999,1,3309,41
2000,22,3280,152
2001,7,3336,53
2002,10,3235,123
2003,5,3145,59
2004,5,3266,76
2005,18,3429,123
2006,13,3335,97
2007,11,3430,79
2008,25,3590,154
2009,12,3331,95
2010,1,3309,29
2011,20,3457,149
2012,10,3580,113
2013,13,3792,83
2014,26,3402,161
2015,12,3283,90
2016,20,3167,133
2016
2017,33,2712,228
2018,17,2880,121
2019,32,2795,209
2020,20,2493,156
2021,18,2994,147
2022,28,3216,161
2023,12,3094,148
2024,13,3146,151
2025,40,2854,226
2026,23,3154,203
2027,14,2788,134
2028,25,2651,203
2029,18,2894,150
2030,7,2752,85
2031,23,2859,162
2032,23,3070,157
2033,24,2894,168
2034,31,2557,225
2035,31,3037,215
2036,19,2869,127
2037,38,2936,228
2038,32,2886,209
2039,11,3004,114
2040,14,2954,130
2041,16,2871,141
2042,11,2786,91
2043,32,2775,192
2044,33,2981,209
2045,20,2930,121
2046,19,2908,126

min,,2000
max,,4000
steps,,9
decimal
